login,link,followers,following,follow_ratio,public_repos,contributions,stars,total_size,user_feedback
thebeachfrontclub,https://github.com/thebeachfrontclub,0.0,0.0,0.0,1.0,0.0,3.0,317.0,0
SparkleTeam,https://github.com/SparkleTeam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
orionseverhill,https://github.com/orionseverhill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
alekseyshumkin,https://github.com/alekseyshumkin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
X3Cutor,https://github.com/X3Cutor,0.0,0.0,0.0,3.0,0.0,0.0,42196.0,0
creativengine,https://github.com/creativengine,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
teucer,https://github.com/teucer,0.0,0.0,0.0,7.0,2.0,0.0,9686.0,0
tarwon,https://github.com/tarwon,2.0,4.0,0.5,1.0,0.0,0.0,1342.0,0
cerverg,https://github.com/cerverg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
tristanau,https://github.com/tristanau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
arkansasattorney,https://github.com/arkansasattorney,,,,,,,,0
fatihdursun,https://github.com/fatihdursun,0.0,8.0,0.0,7.0,0.0,3.0,698543.0,0
RiZKiT,https://github.com/RiZKiT,13.0,2.0,6.5,30.0,50.0,3.0,692295.0,0
sankalpshah,https://github.com/sankalpshah,0.0,0.0,0.0,1.0,0.0,0.0,352.0,0
HafizEltayeb,https://github.com/HafizEltayeb,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0
highprofileescort,https://github.com/highprofileescort,,,,,,,,0
Yilang,https://github.com/Yilang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rmedia,https://github.com/rmedia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BobAmin,https://github.com/BobAmin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AleksiKarhu,https://github.com/AleksiKarhu,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0
rawatanil213,https://github.com/rawatanil213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
monkey-herder,https://github.com/monkey-herder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
WigJig,https://github.com/WigJig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ysavary,https://github.com/ysavary,14.0,2.0,7.0,9.0,60.0,14.0,275010.0,0
pcs2112,https://github.com/pcs2112,4.0,0.0,0.0,17.0,24.0,0.0,13374.0,0
gchristakis,https://github.com/gchristakis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
pstadler,https://github.com/pstadler,258.0,41.0,6.2926829268292686,40.0,648.0,5197.0,73317.0,0
benignbala,https://github.com/benignbala,5.0,3.0,1.6666666666666667,92.0,1.0,1.0,1805106.0,0
vicd,https://github.com/vicd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
secutix,https://github.com/secutix,0.0,0.0,0.0,10.0,0.0,7.0,49516.0,0
andyofb,https://github.com/andyofb,1.0,0.0,0.0,1.0,0.0,0.0,60.0,0
nremond,https://github.com/nremond,69.0,12.0,5.75,90.0,1.0,1.0,412877.0,0
woollypig,https://github.com/woollypig,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0
Skumlingen,https://github.com/Skumlingen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
systachar,https://github.com/systachar,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0
CJani,https://github.com/CJani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AndreyKornev,https://github.com/AndreyKornev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jefdav,https://github.com/jefdav,1.0,0.0,0.0,2.0,25.0,0.0,1388.0,0
tatiana1970,https://github.com/tatiana1970,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0
Kimmit,https://github.com/Kimmit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cagiva851,https://github.com/cagiva851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tomiaijo,https://github.com/tomiaijo,1.0,1.0,1.0,6.0,17.0,45.0,255673.0,0
DaveChaos,https://github.com/DaveChaos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jkorpics,https://github.com/jkorpics,0.0,2.0,0.0,1.0,0.0,0.0,11.0,0
davidrudder,https://github.com/davidrudder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
zarpa,https://github.com/zarpa,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0
justinmgarcia,https://github.com/justinmgarcia,0.0,0.0,0.0,2.0,0.0,0.0,100.0,0
kungfucraig,https://github.com/kungfucraig,10.0,0.0,0.0,10.0,166.0,5.0,34429.0,0
tartnewmedia,https://github.com/tartnewmedia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
otaviano,https://github.com/otaviano,4.0,3.0,1.3333333333333333,14.0,33.0,0.0,13263.0,0
francoist,https://github.com/francoist,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Elizabethandesign,https://github.com/Elizabethandesign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Altamontanha,https://github.com/Altamontanha,0.0,0.0,0.0,1.0,0.0,4.0,5944.0,0
jcollemer,https://github.com/jcollemer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
whenitsdone,https://github.com/whenitsdone,0.0,0.0,0.0,1.0,0.0,1.0,2746.0,0
tjwatermeier,https://github.com/tjwatermeier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ssteinberg,https://github.com/ssteinberg,87.0,0.0,0.0,11.0,156.0,404.0,2167085.0,0
tanuidan,https://github.com/tanuidan,0.0,0.0,0.0,1.0,0.0,0.0,191929.0,0
mikenickelson,https://github.com/mikenickelson,3.0,1.0,3.0,8.0,0.0,0.0,29644.0,0
curruscataphractus,https://github.com/curruscataphractus,0.0,0.0,0.0,1.0,0.0,1.0,112.0,0
GiR-Blunti,https://github.com/GiR-Blunti,3.0,0.0,0.0,9.0,23.0,3.0,329812.0,0
anastasiadipardo,https://github.com/anastasiadipardo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
geolffrey,https://github.com/geolffrey,9.0,117.0,0.0769230769230769,331.0,22.0,0.0,211322.0,0
gilsanchez,https://github.com/gilsanchez,5.0,9.0,0.5555555555555556,16.0,0.0,5.0,34901.0,0
redorav,https://github.com/redorav,112.0,31.0,3.612903225806452,12.0,590.0,1273.0,371064.0,0
phxql,https://github.com/phxql,77.0,35.0,2.2,66.0,71.0,411.0,32550.0,0
eplusx,https://github.com/eplusx,3.0,3.0,1.0,9.0,49.0,1.0,96479.0,0
randy336,https://github.com/randy336,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0
BrandonH28,https://github.com/BrandonH28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
offsnore,https://github.com/offsnore,12.0,4.0,3.0,27.0,1.0,35.0,1605156.0,0
unbeatenchamp,https://github.com/unbeatenchamp,0.0,0.0,0.0,1.0,0.0,0.0,516.0,0
etfink,https://github.com/etfink,1.0,0.0,0.0,3.0,0.0,0.0,15725.0,0
sbarnesx,https://github.com/sbarnesx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HerokuCMSDemo,https://github.com/HerokuCMSDemo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
videosoft,https://github.com/videosoft,24.0,0.0,0.0,4.0,0.0,8.0,14849.0,0
accent,https://github.com/accent,4.0,0.0,0.0,14.0,0.0,2.0,33782.0,0
Dutchmoore,https://github.com/Dutchmoore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Namtes,https://github.com/Namtes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
franzib,https://github.com/franzib,0.0,0.0,0.0,1.0,0.0,1.0,254.0,0
andreamaral,https://github.com/andreamaral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
awerths,https://github.com/awerths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
chhib,https://github.com/chhib,50.0,4.0,12.5,30.0,0.0,53.0,11394.0,0
tomdrn,https://github.com/tomdrn,12.0,13.0,0.9230769230769232,21.0,0.0,1.0,328464.0,0
eddarmitage,https://github.com/eddarmitage,2.0,0.0,0.0,19.0,9.0,1.0,224259.0,0
pivotavic,https://github.com/pivotavic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
m3dudie,https://github.com/m3dudie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
friendseat,https://github.com/friendseat,0.0,0.0,0.0,10.0,0.0,0.0,394243.0,0
jccunhaol,https://github.com/jccunhaol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
giullifgerrari,https://github.com/giullifgerrari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mnemosha,https://github.com/mnemosha,0.0,0.0,0.0,4.0,0.0,0.0,580.0,0
FriendsEATcom,https://github.com/FriendsEATcom,0.0,0.0,0.0,1.0,0.0,0.0,41894.0,0
tomjanssens,https://github.com/tomjanssens,25.0,21.0,1.1904761904761905,18.0,4.0,5.0,196342.0,0
MrClyfar,https://github.com/MrClyfar,1.0,0.0,0.0,7.0,0.0,3.0,65551.0,0
Mentalbox,https://github.com/Mentalbox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ivolucien,https://github.com/ivolucien,3.0,0.0,0.0,7.0,144.0,7.0,19044.0,0
jvalduvieco,https://github.com/jvalduvieco,44.0,28.0,1.5714285714285714,19.0,788.0,21.0,7100.0,0
rodrigofigueiredo,https://github.com/rodrigofigueiredo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
cc-,https://github.com/cc-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
nollkoll,https://github.com/nollkoll,0.0,0.0,0.0,2.0,0.0,2.0,236.0,0
aaronda921,https://github.com/aaronda921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
killeurc,https://github.com/killeurc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rkariola,https://github.com/rkariola,2.0,3.0,0.6666666666666666,1.0,0.0,0.0,3.0,0
mmunhall,https://github.com/mmunhall,5.0,0.0,0.0,30.0,6.0,10.0,142782.0,0
fhmf,https://github.com/fhmf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
echronus,https://github.com/echronus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
patrum,https://github.com/patrum,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
chris-mackie,https://github.com/chris-mackie,7.0,21.0,0.3333333333333333,4.0,121.0,2.0,3006.0,0
mycoriseup,https://github.com/mycoriseup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ahmedhalawa,https://github.com/ahmedhalawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sharpfive,https://github.com/sharpfive,9.0,1.0,9.0,21.0,6.0,5.0,1545798.0,0
mvicidomini,https://github.com/mvicidomini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
nebur,https://github.com/nebur,0.0,0.0,0.0,1.0,0.0,1.0,108.0,0
vinegarhill,https://github.com/vinegarhill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
khayna,https://github.com/khayna,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JonLevischi,https://github.com/JonLevischi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
ph0bos,https://github.com/ph0bos,11.0,9.0,1.2222222222222223,73.0,3.0,64.0,44650.0,0
jakers12354,https://github.com/jakers12354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
archeg,https://github.com/archeg,1.0,2.0,0.5,17.0,0.0,1.0,164147.0,0
asyncro,https://github.com/asyncro,0.0,6.0,0.0,6.0,1.0,0.0,4010.0,0
khallco,https://github.com/khallco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
riskio,https://github.com/riskio,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dejaneiro,https://github.com/Dejaneiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
stevechae,https://github.com/stevechae,11.0,6.0,1.8333333333333333,8.0,20.0,3.0,1138939.0,0
masters-zz,https://github.com/masters-zz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
codejnki,https://github.com/codejnki,16.0,14.0,1.1428571428571428,19.0,371.0,6.0,2001.0,0
Qenq,https://github.com/Qenq,0.0,0.0,0.0,2.0,0.0,3.0,302.0,0
sharonbrewton,https://github.com/sharonbrewton,0.0,0.0,0.0,2.0,0.0,2.0,156.0,0
timosong,https://github.com/timosong,1.0,0.0,0.0,3.0,19.0,0.0,2902.0,0
Zinssmeister,https://github.com/Zinssmeister,0.0,0.0,0.0,6.0,0.0,67.0,1950.0,0
mmitis,https://github.com/mmitis,5.0,1.0,5.0,27.0,2.0,2.0,250899.0,0
vitalisvis,https://github.com/vitalisvis,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0
visionproject,https://github.com/visionproject,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OOZZY,https://github.com/OOZZY,9.0,4.0,2.25,31.0,0.0,2.0,87283.0,0
drewfranz,https://github.com/drewfranz,3.0,3.0,1.0,39.0,74.0,1.0,415309.0,0
showsky,https://github.com/showsky,5.0,10.0,0.5,12.0,0.0,5.0,36837.0,0
pick-zz,https://github.com/pick-zz,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0
mfoglia,https://github.com/mfoglia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pakza,https://github.com/pakza,1.0,0.0,0.0,2.0,0.0,0.0,244.0,0
erikdejonge,https://github.com/erikdejonge,35.0,77.0,0.4545454545454545,134.0,9.0,22.0,1638209.0,0
vijay9966,https://github.com/vijay9966,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0
gary3064,https://github.com/gary3064,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
pkindt,https://github.com/pkindt,2.0,2.0,1.0,2.0,14.0,26.0,3134.0,0
majcn,https://github.com/majcn,26.0,13.0,2.0,66.0,145.0,17.0,330577.0,0
AloisiusDedy,https://github.com/AloisiusDedy,1.0,0.0,0.0,2.0,0.0,0.0,56.0,0
ffc,https://github.com/ffc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mixian,https://github.com/mixian,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0
81-Inc,https://github.com/81-Inc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
coolio-so,https://github.com/coolio-so,2.0,3.0,0.6666666666666666,112.0,24.0,1.0,663539.0,0
clindemeier-zz,https://github.com/clindemeier-zz,1.0,0.0,0.0,1.0,0.0,0.0,25331.0,0
haakond,https://github.com/haakond,8.0,2.0,4.0,4.0,112.0,0.0,160.0,0
Helpdesk-valenet,https://github.com/Helpdesk-valenet,1.0,0.0,0.0,2.0,0.0,2.0,96.0,0
edoram,https://github.com/edoram,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
colin62,https://github.com/colin62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
edfests,https://github.com/edfests,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jdahlke,https://github.com/jdahlke,2.0,2.0,1.0,9.0,50.0,1.0,1371.0,0
hiasl,https://github.com/hiasl,2.0,1.0,2.0,8.0,13.0,0.0,179332.0,0
jrwhitley,https://github.com/jrwhitley,1.0,0.0,0.0,1.0,0.0,1.0,15541.0,0
GenticsDev,https://github.com/GenticsDev,3.0,0.0,0.0,0.0,129.0,0.0,0.0,0
x72,https://github.com/x72,1.0,0.0,0.0,4.0,0.0,0.0,1361.0,0
oskaratcodedesign,https://github.com/oskaratcodedesign,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
blizekcalista,https://github.com/blizekcalista,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Combustion-dev,https://github.com/Combustion-dev,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Radwulf,https://github.com/Radwulf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
khamden,https://github.com/khamden,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mathieuleclaire,https://github.com/mathieuleclaire,27.0,1.0,27.0,34.0,140.0,0.0,251275.0,0
andremccarv,https://github.com/andremccarv,1.0,0.0,0.0,3.0,0.0,0.0,3358.0,0
serjmih,https://github.com/serjmih,1.0,0.0,0.0,2.0,0.0,1.0,48.0,0
klaasjan,https://github.com/klaasjan,2.0,7.0,0.2857142857142857,9.0,9.0,0.0,8017.0,0
luke-chard,https://github.com/luke-chard,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
unubole5,https://github.com/unubole5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
DMarsden,https://github.com/DMarsden,2.0,0.0,0.0,4.0,0.0,0.0,256.0,0
lfyzjck,https://github.com/lfyzjck,62.0,52.0,1.1923076923076923,36.0,38.0,28.0,385564.0,0
06wj,https://github.com/06wj,454.0,122.0,3.721311475409836,46.0,41.0,138.0,6234822.0,0
Igor-Palaguta,https://github.com/Igor-Palaguta,18.0,6.0,3.0,99.0,1013.0,8.0,241278.0,0
nunes,https://github.com/nunes,3.0,2.0,1.5,9.0,0.0,0.0,352808.0,0
tonyoid,https://github.com/tonyoid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
florianbeer,https://github.com/florianbeer,62.0,17.0,3.647058823529412,16.0,506.0,225.0,227915.0,0
gdmh,https://github.com/gdmh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
agalloni,https://github.com/agalloni,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
nprudhomme,https://github.com/nprudhomme,8.0,0.0,0.0,7.0,0.0,1.0,12732.0,0
shauncampbell,https://github.com/shauncampbell,11.0,6.0,1.8333333333333333,44.0,8.0,17.0,42856.0,0
livein80,https://github.com/livein80,1.0,0.0,0.0,3.0,0.0,0.0,86180.0,0
manojalwani,https://github.com/manojalwani,1.0,0.0,0.0,9.0,0.0,11.0,143935.0,0
raunakp,https://github.com/raunakp,3.0,1.0,3.0,29.0,3.0,1.0,374458.0,0
Dreamher,https://github.com/Dreamher,1.0,0.0,0.0,2.0,0.0,2.0,96.0,0
travelindochina,https://github.com/travelindochina,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GeCa7a,https://github.com/GeCa7a,2.0,2.0,1.0,1.0,0.0,1.0,91472.0,0
zsjavorszky,https://github.com/zsjavorszky,3.0,1.0,3.0,3.0,1.0,3.0,13487.0,0
Richex,https://github.com/Richex,0.0,0.0,0.0,10.0,0.0,12.0,258510.0,0
ivanzhang85,https://github.com/ivanzhang85,1.0,2.0,0.5,1.0,0.0,0.0,22334.0,0
pappully65,https://github.com/pappully65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
treidco,https://github.com/treidco,2.0,1.0,2.0,48.0,69.0,1.0,206427.0,0
nissefors,https://github.com/nissefors,10.0,1.0,10.0,3.0,0.0,0.0,290.0,0
TomFischer,https://github.com/TomFischer,16.0,1.0,16.0,11.0,220.0,3.0,417769.0,0
thomasherrmann,https://github.com/thomasherrmann,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dxxyy,https://github.com/dxxyy,1.0,6.0,0.1666666666666666,2.0,0.0,0.0,8202.0,0
Kaian,https://github.com/Kaian,43.0,18.0,2.388888888888889,23.0,520.0,4.0,348624.0,0
cristianalecu,https://github.com/cristianalecu,1.0,0.0,0.0,7.0,0.0,0.0,193451.0,0
kcchu,https://github.com/kcchu,0.0,0.0,0.0,25.0,0.0,65.0,127153.0,0
lingard,https://github.com/lingard,6.0,1.0,6.0,50.0,0.0,1.0,778928.0,0
LudwigTirazona,https://github.com/LudwigTirazona,1.0,0.0,0.0,6.0,0.0,1.0,294702.0,0
matkins85,https://github.com/matkins85,2.0,0.0,0.0,2.0,0.0,0.0,51660.0,0
ziljin,https://github.com/ziljin,1.0,0.0,0.0,2.0,0.0,0.0,416.0,0
murraysilber,https://github.com/murraysilber,1.0,0.0,0.0,4.0,207.0,0.0,36646.0,0
Circkumflex,https://github.com/Circkumflex,4.0,3.0,1.3333333333333333,1.0,0.0,0.0,32.0,0
superudon,https://github.com/superudon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
spideronline,https://github.com/spideronline,1.0,0.0,0.0,4.0,0.0,1.0,6593.0,0
otang,https://github.com/otang,22.0,12.0,1.8333333333333333,33.0,1051.0,1.0,118174.0,0
csema,https://github.com/csema,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rapo369,https://github.com/rapo369,1.0,0.0,0.0,4.0,0.0,3.0,18863.0,0
ajgamester,https://github.com/ajgamester,1.0,0.0,0.0,2.0,1.0,0.0,1896354.0,0
SkaziX,https://github.com/SkaziX,1.0,0.0,0.0,1.0,0.0,0.0,112.0,0
wabendo,https://github.com/wabendo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fpavageau,https://github.com/fpavageau,23.0,9.0,2.555555555555556,57.0,1.0,7.0,550626.0,0
sbradshaw,https://github.com/sbradshaw,3.0,1.0,3.0,8.0,0.0,0.0,1968.0,0
wreath,https://github.com/wreath,1.0,0.0,0.0,1.0,0.0,0.0,36.0,0
soulshockers,https://github.com/soulshockers,5.0,3.0,1.6666666666666667,10.0,92.0,0.0,10945.0,0
ispysoftware,https://github.com/ispysoftware,160.0,4.0,40.0,29.0,523.0,1472.0,3504800.0,0
nathieb,https://github.com/nathieb,1.0,2.0,0.5,16.0,3.0,6.0,66827.0,0
vtele100,https://github.com/vtele100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
crawford269,https://github.com/crawford269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Baudry,https://github.com/Baudry,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sormlam,https://github.com/sormlam,1.0,0.0,0.0,4.0,0.0,1.0,444.0,0
x-bard-x,https://github.com/x-bard-x,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lammot,https://github.com/lammot,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aodashuai,https://github.com/aodashuai,1.0,0.0,0.0,2.0,0.0,1.0,58.0,0
kohtenko,https://github.com/kohtenko,18.0,3.0,6.0,45.0,14.0,203.0,679872.0,0
angq,https://github.com/angq,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dmakarenko,https://github.com/dmakarenko,15.0,20.0,0.75,3.0,84.0,1.0,15150.0,0
inew,https://github.com/inew,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
chenligui,https://github.com/chenligui,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
alastairb,https://github.com/alastairb,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pontocom,https://github.com/pontocom,22.0,0.0,0.0,72.0,51.0,6.0,228252.0,0
DaddyBird,https://github.com/DaddyBird,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
atvb,https://github.com/atvb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
adamada,https://github.com/adamada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UniversityofWarwick,https://github.com/UniversityofWarwick,17.0,0.0,0.0,65.0,0.0,17.0,265438.0,0
LouisHuppenbauer,https://github.com/LouisHuppenbauer,4.0,2.0,2.0,3.0,0.0,3.0,296.0,0
hdz0310204,https://github.com/hdz0310204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jtubog,https://github.com/jtubog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hellborg,https://github.com/Hellborg,0.0,0.0,0.0,1.0,0.0,1.0,400.0,0
babalar12,https://github.com/babalar12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
hronos,https://github.com/hronos,2.0,1.0,2.0,6.0,0.0,1.0,51181.0,0
vcoppolecchia,https://github.com/vcoppolecchia,2.0,2.0,1.0,3.0,0.0,0.0,6980.0,0
alur86,https://github.com/alur86,1.0,0.0,0.0,7.0,0.0,1.0,7580.0,0
carlgreen,https://github.com/carlgreen,2.0,3.0,0.6666666666666666,11.0,0.0,4.0,5917.0,0
vergnaud,https://github.com/vergnaud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
morkov4o,https://github.com/morkov4o,2.0,1.0,2.0,11.0,0.0,0.0,158940.0,0
Ciredia,https://github.com/Ciredia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lkshakya,https://github.com/lkshakya,3.0,9.0,0.3333333333333333,6.0,0.0,10.0,69352.0,0
lemonboy999,https://github.com/lemonboy999,0.0,0.0,0.0,1.0,0.0,1.0,271770.0,0
shush,https://github.com/shush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gonz-revel-,https://github.com/Gonz-revel-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
oscarwoo,https://github.com/oscarwoo,0.0,2.0,0.0,1.0,0.0,0.0,64.0,0
jthow2001,https://github.com/jthow2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Semeketh,https://github.com/Semeketh,0.0,0.0,0.0,3.0,0.0,0.0,27390.0,0
fayjackson1,https://github.com/fayjackson1,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0
amithooda,https://github.com/amithooda,0.0,0.0,0.0,2.0,0.0,1.0,100.0,0
StrangeAttractor,https://github.com/StrangeAttractor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rdridder,https://github.com/rdridder,0.0,0.0,0.0,8.0,41.0,2.0,218682.0,0
rcdexta,https://github.com/rcdexta,155.0,30.0,5.166666666666667,119.0,205.0,22.0,478727.0,0
UMS,https://github.com/UMS,0.0,0.0,0.0,5.0,0.0,1.0,394175.0,0
rrazd,https://github.com/rrazd,10.0,7.0,1.4285714285714286,19.0,11.0,1.0,334215.0,0
mikeypengelly,https://github.com/mikeypengelly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
slappyjam,https://github.com/slappyjam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
belle2,https://github.com/belle2,15.0,0.0,0.0,6.0,0.0,47.0,1058630.0,0
infonet,https://github.com/infonet,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RevelSystems,https://github.com/RevelSystems,9.0,0.0,0.0,20.0,0.0,7.0,229007.0,0
ahmeddev,https://github.com/ahmeddev,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
annemailopp,https://github.com/annemailopp,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0
onedev-zz,https://github.com/onedev-zz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
schrederh,https://github.com/schrederh,0.0,0.0,0.0,1.0,0.0,0.0,17504.0,0
carrho,https://github.com/carrho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
googoljqk,https://github.com/googoljqk,6.0,2.0,3.0,29.0,0.0,1.0,346322.0,0
yangdota,https://github.com/yangdota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
estebangallardo,https://github.com/estebangallardo,0.0,0.0,0.0,1.0,0.0,0.0,591.0,0
mageshgfy,https://github.com/mageshgfy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
yanglujuncc,https://github.com/yanglujuncc,3.0,1.0,3.0,22.0,0.0,7.0,651772.0,0
michoko07,https://github.com/michoko07,0.0,0.0,0.0,2.0,0.0,1.0,241961.0,0
garciaf,https://github.com/garciaf,30.0,16.0,1.875,26.0,1117.0,6.0,247692.0,0
ursabhi,https://github.com/ursabhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CharlotteB,https://github.com/CharlotteB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gravitywarrior,https://github.com/gravitywarrior,0.0,0.0,0.0,2.0,0.0,0.0,3216.0,0
vmcnabb,https://github.com/vmcnabb,1.0,4.0,0.25,1.0,0.0,0.0,121.0,0
williamwww,https://github.com/williamwww,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
